timestamp,machine_name,temperature,pressure,vibration,humidity,power_consumption,operational_status,error_code,production_count,maintenance_log,speed
4/04/2024 10:00,IoT Sensor Hub,75.66,1.58,2.99,57.15,284.86,active,,7,,
4/04/2024 10:00,Predictive Maintenance System,27.23,5.52,3.54,60.42,121.46,active,,4,,
4/04/2024 10:00,Automated Assembly Line,27.43,1.43,1.55,40.24,410.9,active,,64,,
4/04/2024 10:00,Quality Control Scanner,50.6,7.15,3.35,47.66,275.91,active,,3,,
4/04/2024 10:00,Energy Management System,22.38,5.05,0.74,37.44,398,idle,,20,,
4/04/2024 10:30,CNC Machine,29.46,7.23,2.7,66.11,347.02,active,,15,,2.65
4/04/2024 10:30,3D Printer,65.45,9.36,4.09,49.09,220.78,idle,,28,,2.45
4/04/2024 10:30,Industrial Robot,76.09,6.57,1.16,31.96,242.06,idle,,78,,2.09
4/04/2024 10:30,Automated Guided Vehicle (AGV),64.8,4.03,1.39,53.5,460.9,active,,32,,
4/04/2024 10:30,Smart Conveyor System,23.91,2.88,0.81,58.55,262.83,active,,99,,4.82
4/04/2024 10:30,IoT Sensor Hub,77.84,9.04,2.33,42.51,482.41,active,,88,,
4/04/2024 10:30,Predictive Maintenance System,23.57,4.45,4.71,40.23,352.82,active,,30,,
4/04/2024 10:30,Automated Assembly Line,41.59,5.99,1.63,32,296.49,maintenance,E404,71,Catastrophic failure,
4/04/2024 10:30,Quality Control Scanner,41.67,4.55,4.14,46.39,149.64,active,,99,,
4/04/2024 10:30,Energy Management System,45.74,3.29,1.53,62.04,400.46,active,,9,,
4/04/2024 11:00,CNC Machine,51.22,7.32,1.94,61.63,147.63,idle,,76,,2.87
4/04/2024 11:00,3D Printer,50.53,8.85,2.44,53.03,337.78,idle,,83,,4.16
4/04/2024 11:00,Industrial Robot,45.26,1.65,4.44,51.92,393.08,active,,45,,4.54
4/04/2024 11:00,Automated Guided Vehicle (AGV),60.05,8,1.79,60.57,143.03,active,,32,,
4/04/2024 11:00,Smart Conveyor System,53.83,3.59,0.88,30.18,444.8,active,,85,,2.17
4/04/2024 11:00,IoT Sensor Hub,54.19,7.69,4.15,62.82,275.87,active,,96,,
4/04/2024 11:00,Predictive Maintenance System,23.36,8.26,0.57,32.36,495.6,active,,69,,
4/04/2024 11:00,Automated Assembly Line,31.79,9.32,1.84,69.29,439.51,active,,4,,
4/04/2024 11:00,Quality Control Scanner,59.56,2.08,4.59,31.72,236.94,active,,48,,
4/04/2024 11:00,Energy Management System,49.88,9.7,4.36,31.4,192.05,active,,94,,
4/04/2024 11:30,CNC Machine,26.5,8.13,3.55,35.42,202.35,active,,94,,1.18
4/04/2024 11:30,3D Printer,78.69,9.66,3.38,67.3,139.03,active,,4,,1.95
4/04/2024 11:30,Industrial Robot,54.01,1.25,3.65,30.39,175.37,active,,35,,3.8
4/04/2024 11:30,Automated Guided Vehicle (AGV),51.02,6.16,2.06,56.37,299.71,active,,64,,
4/04/2024 11:30,Smart Conveyor System,57.91,6.21,4.39,51.01,404.03,active,,54,,3.45
4/04/2024 11:30,IoT Sensor Hub,34.82,8.79,3.91,42.65,430.6,active,,51,,
4/04/2024 11:30,Predictive Maintenance System,54.83,1.59,0.95,36,433.45,idle,,57,,
4/04/2024 11:30,Automated Assembly Line,55.31,2.33,1.6,46.51,304.23,active,,13,,
4/04/2024 11:30,Quality Control Scanner,75.12,3.23,4.7,52.96,133.97,active,,11,,
4/04/2024 11:30,Energy Management System,51.75,4.48,3.04,47.46,113.74,idle,,61,,
4/04/2024 12:00,CNC Machine,48.92,4.64,0.47,42.66,357.67,idle,,97,,0.68
4/04/2024 12:00,3D Printer,63.37,5.35,1.92,36.77,357.24,active,,30,,1.87
4/04/2024 12:00,Industrial Robot,32.67,2.84,2.79,33.63,249.39,active,,54,,4.28
4/04/2024 12:00,Automated Guided Vehicle (AGV),23.79,3.77,2.15,31.87,311.46,active,,38,,
4/04/2024 12:00,Smart Conveyor System,64.7,5.59,1.49,58.31,195.39,active,,21,,3.59
4/04/2024 12:00,IoT Sensor Hub,79.61,4.7,0.37,60.05,243.6,idle,,33,,
4/04/2024 12:00,Predictive Maintenance System,25.69,9.54,4.97,51.82,413.56,active,,86,,
4/04/2024 12:00,Automated Assembly Line,30.8,7.27,0.39,66.39,437.01,active,,77,,
4/04/2024 12:00,Quality Control Scanner,37.19,3.3,4.68,34.11,335.18,active,,51,,
4/04/2024 12:00,Energy Management System,42.48,6.86,2.3,43.81,337.69,active,,66,,
4/04/2024 12:30,CNC Machine,45.1,8.81,1.76,43.56,413,active,,35,,4.63
4/04/2024 12:30,3D Printer,75,1.45,2.81,52.38,265.72,active,,50,,1.4
4/04/2024 12:30,Industrial Robot,22.3,1.67,3.22,42.57,499.43,idle,,74,,4.59
4/04/2024 12:30,Automated Guided Vehicle (AGV),79.76,1.75,4.13,68.69,319.01,active,,80,,
4/04/2024 12:30,Smart Conveyor System,38.13,5.67,2.36,55.8,189.53,active,,86,,1.84
4/04/2024 12:30,IoT Sensor Hub,78.89,8.79,0.49,60.83,336.45,active,,6,,
4/04/2024 12:30,Predictive Maintenance System,67.24,9.98,3.97,43.48,322.39,idle,,4,,
4/04/2024 12:30,Automated Assembly Line,59.19,1.83,4.48,54.97,122.34,active,,42,,
4/04/2024 12:30,Quality Control Scanner,52.7,8.86,2.39,69.45,140.11,active,,80,,
4/04/2024 12:30,Energy Management System,29.5,2.42,2.96,45.58,465.22,idle,,91,,
4/04/2024 13:00,CNC Machine,24.72,1.77,3.8,60.49,200.16,active,,72,,2.43
4/04/2024 13:00,3D Printer,31.67,9.2,0.65,66.33,174.86,active,,57,,2.66
4/04/2024 13:00,Industrial Robot,71.97,7.02,4.29,37.84,371,active,,29,,1.03
4/04/2024 13:00,Automated Guided Vehicle (AGV),30.92,1.89,0.41,66.57,450.17,active,,14,,
4/04/2024 13:00,Smart Conveyor System,21.18,5.93,1.64,53.04,488.06,active,,58,,1.89
4/04/2024 13:00,IoT Sensor Hub,54.47,5.18,4.47,44.03,418.52,maintenance,E404,5,Catastrophic failure,
4/04/2024 13:00,Predictive Maintenance System,20.34,6.73,2.48,37.55,157.99,idle,,5,,
4/04/2024 13:00,Automated Assembly Line,65.69,3.52,4.62,32.15,493.43,active,,13,,
4/04/2024 13:00,Quality Control Scanner,39.39,1.85,2.58,30.92,313.74,active,,94,,
4/04/2024 13:00,Energy Management System,75.1,3.51,3.49,49.9,122.95,active,,48,,
4/04/2024 13:30,CNC Machine,27.04,4.07,1.28,66.63,106.24,active,,53,,3.89
4/04/2024 13:30,3D Printer,22.25,6.78,4.82,45.69,178.44,active,,24,,2.55
4/04/2024 13:30,Industrial Robot,44.62,9.88,2.57,34.41,399.86,active,,87,,4.86
4/04/2024 13:30,Automated Guided Vehicle (AGV),70.38,9.41,4.66,62.66,278.36,active,,77,,
4/04/2024 13:30,Smart Conveyor System,27.37,2.9,1.29,57.46,259.41,idle,,14,,4.1
4/04/2024 13:30,IoT Sensor Hub,51.06,2.08,2.96,51.49,156.35,active,,64,,
4/04/2024 13:30,Predictive Maintenance System,36.22,9.86,1.6,33.84,450.97,active,,2,,
4/04/2024 13:30,Automated Assembly Line,33.63,2.29,4.45,66.6,203.13,active,,97,,
4/04/2024 13:30,Quality Control Scanner,20.13,5.42,0.32,52.12,124.39,active,,73,,
4/04/2024 13:30,Energy Management System,22.5,6.07,1.27,44.43,402.13,active,,81,,
4/04/2024 14:00,CNC Machine,31.94,5.93,2.72,56.62,491.59,active,,63,,4.92
4/04/2024 14:00,3D Printer,22.54,7.78,3.33,55.77,485.94,active,,71,,3.74
4/04/2024 14:00,Industrial Robot,52.18,7.48,3.78,35.91,177.66,active,,89,,0.75
4/04/2024 14:00,Automated Guided Vehicle (AGV),76.87,4.67,1.6,62,427.8,active,,44,,
4/04/2024 14:00,Smart Conveyor System,46.16,7.03,4.13,30.69,334.22,active,,14,,3.93
4/04/2024 14:00,IoT Sensor Hub,43.4,2.26,0.35,64.84,246.06,idle,,48,,
4/04/2024 14:00,Predictive Maintenance System,32.22,7.07,0.33,56.55,370.69,active,,12,,
4/04/2024 14:00,Automated Assembly Line,73.99,4.8,2.53,56.03,244.22,active,,73,,
4/04/2024 14:00,Quality Control Scanner,71.56,5.75,3.02,59.76,301.4,idle,,2,,
4/04/2024 14:00,Energy Management System,74.12,3.1,1.98,51.51,166.7,active,,40,,
4/04/2024 14:30,CNC Machine,57.3,1.03,0.48,37.35,452.26,active,,9,,2.2
4/04/2024 14:30,3D Printer,76.04,1.38,0.62,62.12,302.8,idle,,36,,3.02
4/04/2024 14:30,Industrial Robot,28.96,1.9,0.32,46.61,305.28,active,,1,,4.5
4/04/2024 14:30,Automated Guided Vehicle (AGV),75.13,4.65,3.79,30.38,270.34,active,,56,,
4/04/2024 14:30,Smart Conveyor System,30.06,7.73,1.27,43.46,368.65,active,,84,,3.19
4/04/2024 14:30,IoT Sensor Hub,31.98,2.13,1.4,52.48,394.94,active,,33,,
4/04/2024 14:30,Predictive Maintenance System,57.82,3.19,0.64,55.45,398.67,active,,55,,
4/04/2024 14:30,Automated Assembly Line,60.26,7.97,0.62,51.14,228.21,active,,50,,
4/04/2024 14:30,Quality Control Scanner,39.42,8.84,2.56,53.12,431.93,idle,,87,,
4/04/2024 14:30,Energy Management System,41.11,7.56,2.97,68.91,429.7,active,,83,,
4/04/2024 15:00,CNC Machine,78.15,6.38,2.87,43.57,412.16,active,,55,,0.74
4/04/2024 15:00,3D Printer,79.96,2.8,0.33,53.92,479.48,active,,86,,4.17
4/04/2024 15:00,Industrial Robot,47.85,7.29,2.08,35.31,482.07,active,,33,,2.46
4/04/2024 15:00,Automated Guided Vehicle (AGV),72.17,5.8,2.81,63.7,195.4,active,,25,,
4/04/2024 15:00,Smart Conveyor System,51.71,9.49,1.07,67.56,376.56,maintenance,E303,80,Part Replacement,1.42
4/04/2024 15:00,IoT Sensor Hub,53.81,5.75,2.08,41.47,117.69,idle,,65,,
4/04/2024 15:00,Predictive Maintenance System,53.17,9.04,0.77,54.79,472.79,idle,,54,,
4/04/2024 15:00,Automated Assembly Line,58.87,9.51,3.19,38.85,241.44,active,,52,,
4/04/2024 15:00,Quality Control Scanner,56.07,7.32,0.84,30.45,381.17,active,,24,,
4/04/2024 15:00,Energy Management System,39.03,5.13,0.27,50.64,125.79,active,,87,,
4/04/2024 15:30,CNC Machine,26.25,7.51,0.8,51.18,101.32,active,,51,,3.72
4/04/2024 15:30,3D Printer,37.21,8.34,1.84,40.53,373.09,active,,38,,1.67
4/04/2024 15:30,Industrial Robot,21.26,9.43,1.95,48.14,125.42,active,,62,,2.94
4/04/2024 15:30,Automated Guided Vehicle (AGV),29.37,2.04,0.21,61.16,192.1,active,,14,,
4/04/2024 15:30,Smart Conveyor System,37.48,9.27,3.29,61.9,342.47,active,,14,,1.04
4/04/2024 15:30,IoT Sensor Hub,74.08,7.42,0.78,56.61,451.02,maintenance,E202,3,Software Update,
4/04/2024 15:30,Predictive Maintenance System,37.6,4.23,0.38,58,217.03,active,,87,,
4/04/2024 15:30,Automated Assembly Line,62.59,5.64,2.4,49.67,214.63,active,,47,,
4/04/2024 15:30,Quality Control Scanner,49.97,4.81,1.75,63.57,358.71,idle,,100,,
4/04/2024 15:30,Energy Management System,54.32,8.43,3.52,62.08,148.83,active,,72,,
4/04/2024 16:00,CNC Machine,75.11,2.44,1.41,68.5,186.26,idle,,11,,0.56
4/04/2024 16:00,3D Printer,22.25,6.23,0.65,51.4,116.15,active,,46,,1.19
4/04/2024 16:00,Industrial Robot,63.22,3.95,2.06,36.28,395.96,active,,15,,3.55
4/04/2024 16:00,Automated Guided Vehicle (AGV),37.19,7.21,2.33,66.95,390.97,active,,86,,
4/04/2024 16:00,Smart Conveyor System,63.53,1,0.28,64.3,168.92,active,,4,,1.41
4/04/2024 16:00,IoT Sensor Hub,62.41,9.6,4.84,66.56,424.68,active,,71,,
4/04/2024 16:00,Predictive Maintenance System,25.9,6.18,1.92,55.22,282.91,active,,30,,
4/04/2024 16:00,Automated Assembly Line,54.69,9.18,2.58,58.65,445.25,idle,,18,,
4/04/2024 16:00,Quality Control Scanner,79.21,5.58,1.56,65.28,129.58,active,,37,,
4/04/2024 16:00,Energy Management System,39.49,7.18,0.73,42.77,487.34,active,,52,,
4/04/2024 16:30,CNC Machine,41.07,7.96,0.4,31.38,444.51,active,,71,,3.48
4/04/2024 16:30,3D Printer,57.75,2.78,3.07,57.74,402.76,active,,23,,2.21
4/04/2024 16:30,Industrial Robot,74.9,4.3,1.63,63.4,111.56,active,,76,,1.86
4/04/2024 16:30,Automated Guided Vehicle (AGV),73.08,6.44,4.07,57.32,327.77,active,,7,,
4/04/2024 16:30,Smart Conveyor System,20.11,5.79,2.91,53.26,413.03,active,,50,,3.7
4/04/2024 16:30,IoT Sensor Hub,61.97,2.8,1.43,59.62,430.67,active,,62,,
4/04/2024 16:30,Predictive Maintenance System,40.66,2.74,1.26,50.36,427.58,active,,53,,
4/04/2024 16:30,Automated Assembly Line,44.44,9.92,0.88,58.26,396.12,active,,24,,
4/04/2024 16:30,Quality Control Scanner,67.43,4.34,1.13,42.38,412,active,,78,,
4/04/2024 16:30,Energy Management System,68.06,6.46,2.55,51.29,121.19,active,,55,,
4/04/2024 17:00,CNC Machine,55.84,2.95,4.54,44.14,128.77,active,,89,,2.51
4/04/2024 17:00,3D Printer,64.27,3.61,1.14,65.13,366,active,,58,,2.21
4/04/2024 17:00,Industrial Robot,46.62,8.89,3.23,62.23,103.6,active,,60,,4.15
4/04/2024 17:00,Automated Guided Vehicle (AGV),73.33,4.68,1.25,45.24,105.65,active,,9,,
4/04/2024 17:00,Smart Conveyor System,77.14,6.36,2.99,36.8,428.97,active,,45,,1.29
4/04/2024 17:00,IoT Sensor Hub,67.87,9.84,2.6,64.87,216.64,active,,64,,
4/04/2024 17:00,Predictive Maintenance System,54.42,4.81,0.5,62.12,482.67,active,,88,,
4/04/2024 17:00,Automated Assembly Line,46.38,2.14,1.86,54.3,146.83,maintenance,E101,87,Routine Check,
4/04/2024 17:00,Quality Control Scanner,58.02,5.07,0.51,52.3,320.1,active,,27,,
4/04/2024 17:00,Energy Management System,60.47,9.14,1.79,48.19,305.69,active,,66,,
4/04/2024 17:30,CNC Machine,65.5,3.85,1.74,53.18,104.43,active,,87,,2.01
4/04/2024 17:30,3D Printer,72.01,1.78,4.53,64.01,347.77,idle,,79,,3.12
4/04/2024 17:30,Industrial Robot,75.34,9.01,4.87,68.78,282.6,active,,75,,0.99
4/04/2024 17:30,Automated Guided Vehicle (AGV),56.63,9.95,2.25,32.38,265.32,active,,48,,
4/04/2024 17:30,Smart Conveyor System,25.54,9.02,3.81,44.37,216.04,active,,73,,4.23
4/04/2024 17:30,IoT Sensor Hub,63.06,2.3,4.14,68.99,233.68,active,,14,,
4/04/2024 17:30,Predictive Maintenance System,61.72,7.46,4.19,47.48,455.59,maintenance,E404,21,Catastrophic failure,
4/04/2024 17:30,Automated Assembly Line,28.76,7.09,4,51.88,341.23,active,,3,,
4/04/2024 17:30,Quality Control Scanner,53.12,1.73,0.2,56.09,326.28,idle,,47,,
4/04/2024 17:30,Energy Management System,23.14,1.93,2.35,68.7,249.88,idle,,56,,
4/04/2024 18:00,CNC Machine,28.37,9.68,1.88,69.59,146.94,active,,66,,0.64
4/04/2024 18:00,3D Printer,27.82,2.07,1.46,51.01,325.34,active,,92,,3.21
4/04/2024 18:00,Industrial Robot,54.18,5.1,3.33,50.63,304.74,active,,84,,0.65
4/04/2024 18:00,Automated Guided Vehicle (AGV),20.72,9.5,1.52,32.92,135.28,active,,70,,
4/04/2024 18:00,Smart Conveyor System,32.11,7.39,2.37,55.16,483.42,active,,29,,4.41
4/04/2024 18:00,IoT Sensor Hub,72.2,3.51,3.87,39.29,278.83,maintenance,E101,93,Routine Check,
4/04/2024 18:00,Predictive Maintenance System,24.79,5.79,3.29,31.69,345.91,active,,34,,
4/04/2024 18:00,Automated Assembly Line,49.6,5.76,1.37,52.78,215.49,active,,18,,
4/04/2024 18:00,Quality Control Scanner,63.25,7.46,1.04,45.15,438.04,active,,94,,
4/04/2024 18:00,Energy Management System,31.64,6.2,1.08,66.85,321.53,active,,28,,
4/04/2024 18:30,CNC Machine,64.14,8.84,2.89,40.22,340.01,idle,,80,,4.88
4/04/2024 18:30,3D Printer,76.62,7.01,2.19,38.47,125.55,active,,26,,4.81
4/04/2024 18:30,Industrial Robot,74.51,9.15,1.35,40.65,412.47,active,,86,,2.3
4/04/2024 18:30,Automated Guided Vehicle (AGV),79.53,7.29,4.65,44.2,245.89,active,,31,,
4/04/2024 18:30,Smart Conveyor System,78.24,8.38,1.31,54.39,338.2,active,,56,,3.56
4/04/2024 18:30,IoT Sensor Hub,40.2,6.15,3.76,66.59,279.17,maintenance,E202,53,Software Update,
4/04/2024 18:30,Predictive Maintenance System,50.44,9.93,3.97,64.41,175.43,maintenance,E202,6,Software Update,
4/04/2024 18:30,Automated Assembly Line,45.31,4.84,4.44,48.09,207.9,idle,,97,,
4/04/2024 18:30,Quality Control Scanner,29.51,5.68,4.74,47.28,404.75,idle,,78,,
4/04/2024 18:30,Energy Management System,22.62,6.57,1.72,43.07,451.15,maintenance,E202,32,Software Update,
4/04/2024 19:00,CNC Machine,22.43,4.76,4.87,46.78,366.84,active,,49,,1.15
4/04/2024 19:00,3D Printer,79.51,6.11,0.81,49.26,340.14,active,,21,,1.72
4/04/2024 19:00,Industrial Robot,30.51,5.42,0.63,68.95,494.05,active,,91,,1.24
4/04/2024 19:00,Automated Guided Vehicle (AGV),20.91,8.97,3.39,57.85,146.8,active,,12,,
4/04/2024 19:00,Smart Conveyor System,76.61,2.25,1.15,47.31,198.28,active,,42,,1.38
4/04/2024 19:00,IoT Sensor Hub,70.33,8.76,3.3,36.05,447.98,active,,65,,
4/04/2024 19:00,Predictive Maintenance System,74.29,2.05,3.16,34.05,108.44,idle,,22,,
4/04/2024 19:00,Automated Assembly Line,24.06,5.13,3.3,61.79,366.64,active,,4,,
4/04/2024 19:00,Quality Control Scanner,37.12,3.54,4.93,62.54,322.42,active,,1,,
4/04/2024 19:00,Energy Management System,57.57,7.12,4.51,53.76,211.18,active,,53,,
4/04/2024 19:30,CNC Machine,22.24,7.1,0.88,57.07,330.15,active,,33,,2.17
4/04/2024 19:30,3D Printer,45.01,6,0.53,56.24,209.65,maintenance,E303,29,Part Replacement,1.71
4/04/2024 19:30,Industrial Robot,71.49,2.54,1.92,43.77,129.55,active,,1,,3.69
4/04/2024 19:30,Automated Guided Vehicle (AGV),46.31,1.08,1.82,45.22,303.41,active,,97,,
4/04/2024 19:30,Smart Conveyor System,48.7,6.47,2.19,32.28,299.79,active,,70,,0.69
4/04/2024 19:30,IoT Sensor Hub,42.74,1.78,1.43,43.33,262.02,active,,33,,
4/04/2024 19:30,Predictive Maintenance System,65.84,4.84,1.25,63.82,373.89,active,,49,,
4/04/2024 19:30,Automated Assembly Line,77.47,7.13,1.06,63.11,408.14,active,,19,,
4/04/2024 19:30,Quality Control Scanner,62.67,1.32,2.22,30.78,323.87,active,,68,,
4/04/2024 19:30,Energy Management System,53.29,5.3,2.46,68.59,298.43,active,,51,,
4/04/2024 20:00,CNC Machine,48.9,5.93,1.29,33.4,209,maintenance,E202,32,Software Update,1.3
4/04/2024 20:00,3D Printer,39.92,1.44,4.51,56.05,384.14,active,,72,,1.02
4/04/2024 20:00,Industrial Robot,64.46,6.2,3.04,49.93,158.8,active,,100,,0.89
4/04/2024 20:00,Automated Guided Vehicle (AGV),20.73,1.2,3.15,42.42,474.47,active,,5,,
4/04/2024 20:00,Smart Conveyor System,57.75,9.49,2.86,57.72,181.11,active,,72,,4.94
4/04/2024 20:00,IoT Sensor Hub,59.26,3.61,2.2,57.27,341.14,idle,,17,,
4/04/2024 20:00,Predictive Maintenance System,51.2,5.21,3.03,58.83,387.83,active,,4,,
4/04/2024 20:00,Automated Assembly Line,46.43,1.02,2.79,35.64,356.76,active,,14,,
4/04/2024 20:00,Quality Control Scanner,25.7,7.07,4.55,61.67,390,idle,,92,,
4/04/2024 20:00,Energy Management System,76.64,5.05,4.48,32.22,424.08,idle,,11,,
4/04/2024 20:30,CNC Machine,50.13,8.44,0.87,51.34,438.92,active,,47,,1.19
4/04/2024 20:30,3D Printer,37.83,2.09,3.81,39.53,207.03,active,,11,,2.95
4/04/2024 20:30,Industrial Robot,26.64,8.32,3.66,46.35,386.83,idle,,37,,1.45
4/04/2024 20:30,Automated Guided Vehicle (AGV),75.58,3.63,4.05,51.93,329.37,idle,,23,,
4/04/2024 20:30,Smart Conveyor System,47.32,7.32,4.33,58.72,439.51,idle,,46,,1.12
4/04/2024 20:30,IoT Sensor Hub,48.23,4.97,1.96,46.8,284.57,active,,94,,
4/04/2024 20:30,Predictive Maintenance System,61.06,2.43,4.7,53.62,413.58,active,,52,,
4/04/2024 20:30,Automated Assembly Line,24.33,4.85,2.6,56.84,332.88,active,,63,,
4/04/2024 20:30,Quality Control Scanner,34.88,5.2,0.54,66.11,371.79,active,,57,,
4/04/2024 20:30,Energy Management System,41.36,2.13,4.33,55.37,164.06,active,,99,,
4/04/2024 21:00,CNC Machine,44.05,8.21,3.37,69.54,490.46,active,,81,,4.18
4/04/2024 21:00,3D Printer,59.63,4.49,2.78,37.15,290.74,active,,62,,4.25
4/04/2024 21:00,Industrial Robot,40.26,9.71,4.45,41.65,262.86,maintenance,E303,3,Part Replacement,4.42
4/04/2024 21:00,Automated Guided Vehicle (AGV),45.35,9.21,0.81,66.73,430.15,active,,24,,
4/04/2024 21:00,Smart Conveyor System,28.25,8.95,2.99,68.18,106.9,active,,71,,1.37
4/04/2024 21:00,IoT Sensor Hub,51.47,1.26,0.42,55.92,106.44,idle,,35,,
4/04/2024 21:00,Predictive Maintenance System,28.38,4.12,0.81,43.05,461.83,active,,50,,
4/04/2024 21:00,Automated Assembly Line,64.84,8.08,3.65,30.23,441.61,active,,87,,
4/04/2024 21:00,Quality Control Scanner,63.56,6.03,3.3,36.06,332.57,active,,63,,
4/04/2024 21:00,Energy Management System,58.09,8.81,3.81,32.61,236.17,idle,,55,,
4/04/2024 21:30,CNC Machine,31.57,3.25,4.09,54.02,344.05,active,,51,,3.73
4/04/2024 21:30,3D Printer,30.37,1.44,3.26,38.96,246.27,active,,45,,1.5
4/04/2024 21:30,Industrial Robot,40.18,4.99,1.14,56.02,155.36,active,,1,,4.06
4/04/2024 21:30,Automated Guided Vehicle (AGV),29.74,2.56,1.65,35.3,399.08,active,,18,,
4/04/2024 21:30,Smart Conveyor System,28.54,5.79,4.06,69.81,225.27,active,,63,,1.78
4/04/2024 21:30,IoT Sensor Hub,77.68,9.34,1.54,45.54,325.14,active,,80,,
4/04/2024 21:30,Predictive Maintenance System,62.03,9.29,2.1,59.59,115.14,active,,44,,
4/04/2024 21:30,Automated Assembly Line,43.16,9.88,1.09,64.15,484.74,idle,,45,,
4/04/2024 21:30,Quality Control Scanner,48.93,5.07,3.3,64.15,127.27,active,,69,,
4/04/2024 21:30,Energy Management System,41.87,5.71,4.44,42.77,186.8,active,,1,,
4/04/2024 22:00,CNC Machine,51.67,1.15,4.45,50.27,470.02,active,,88,,1.95
4/04/2024 22:00,3D Printer,69.74,6.14,3.88,46.92,159.66,active,,66,,0.72
4/04/2024 22:00,Industrial Robot,65.13,1.29,4.2,50.21,382.84,active,,6,,4.07
4/04/2024 22:00,Automated Guided Vehicle (AGV),52.66,9.64,0.18,55.76,178.24,maintenance,E202,35,Software Update,
4/04/2024 22:00,Smart Conveyor System,65.29,5.6,0.67,48.2,107.06,active,,7,,1
4/04/2024 22:00,IoT Sensor Hub,48.13,4.47,3.33,45.86,206.36,active,,31,,
4/04/2024 22:00,Predictive Maintenance System,60.3,6.51,3.73,36.5,314.76,active,,80,,
4/04/2024 22:00,Automated Assembly Line,42.08,3.65,3.74,41.38,326.13,active,,47,,
4/04/2024 22:00,Quality Control Scanner,54.85,5.69,0.21,61.93,184.94,active,,51,,
4/04/2024 22:00,Energy Management System,22.67,4.65,3.97,32.88,260,active,,95,,
4/04/2024 22:30,CNC Machine,74.06,6.85,4.45,59.57,444.68,active,,84,,4.08
4/04/2024 22:30,3D Printer,48.74,7.75,4.09,35.27,150.12,active,,74,,4.81
4/04/2024 22:30,Industrial Robot,78.05,5.59,2.46,58.72,299.84,active,,100,,3.98
4/04/2024 22:30,Automated Guided Vehicle (AGV),42.57,4.69,0.22,38.19,143.14,active,,39,,
4/04/2024 22:30,Smart Conveyor System,65.34,6.19,0.85,47.37,180.65,active,,34,,3.59
4/04/2024 22:30,IoT Sensor Hub,22.78,1.98,4.85,59.81,251.4,active,,50,,
4/04/2024 22:30,Predictive Maintenance System,59.74,6.03,4.43,50.8,128.18,active,,2,,
4/04/2024 22:30,Automated Assembly Line,73.51,9.39,4.27,68.32,314.88,active,,75,,
4/04/2024 22:30,Quality Control Scanner,63.99,6.79,3.98,58.84,408.22,active,,88,,
4/04/2024 22:30,Energy Management System,70.43,6.38,1.63,42.34,283.64,active,,22,,
4/04/2024 23:00,CNC Machine,45.23,6.69,0.85,54.12,124.01,maintenance,E404,31,Catastrophic failure,4.99
4/04/2024 23:00,3D Printer,77.8,3.08,1.52,61.75,351.58,active,,49,,1.85
4/04/2024 23:00,Industrial Robot,38.64,9.03,2.49,63.23,306.59,idle,,35,,1.34
4/04/2024 23:00,Automated Guided Vehicle (AGV),66.72,3.16,2.19,54.94,395.19,active,,84,,
4/04/2024 23:00,Smart Conveyor System,58.94,2.19,3.9,54.77,131.27,maintenance,E101,70,Routine Check,3.02
4/04/2024 23:00,IoT Sensor Hub,29.87,4.35,2.25,47.63,387.52,idle,,42,,
4/04/2024 23:00,Predictive Maintenance System,66.94,8.35,1.4,63.32,364,active,,36,,
4/04/2024 23:00,Automated Assembly Line,53.24,6.45,4.07,45.56,159.37,active,,83,,
4/04/2024 23:00,Quality Control Scanner,53.11,7.03,0.94,42.71,238.35,active,,66,,
4/04/2024 23:00,Energy Management System,27.32,4.85,2.07,56.5,145.68,active,,1,,
4/04/2024 23:30,CNC Machine,40.42,5.93,2.17,42.24,288.72,active,,66,,3.97
4/04/2024 23:30,3D Printer,29.11,6.69,4.38,46.68,473.31,active,,18,,3.41
4/04/2024 23:30,Industrial Robot,22.42,1.7,4.66,68.9,184.97,active,,76,,3.8
4/04/2024 23:30,Automated Guided Vehicle (AGV),65.95,8.99,3.48,53.36,486.65,active,,50,,
4/04/2024 23:30,Smart Conveyor System,49.76,3.31,2.74,66.9,228.61,active,,99,,0.67
4/04/2024 23:30,IoT Sensor Hub,76.67,5.91,1.55,53.37,469.49,active,,93,,
4/04/2024 23:30,Predictive Maintenance System,70.42,6.48,1.41,30.6,291.87,active,,5,,
4/04/2024 23:30,Automated Assembly Line,58.3,8.33,3.56,63.96,220.75,active,,32,,
4/04/2024 23:30,Quality Control Scanner,35.37,4.56,3.52,43.47,101.4,active,,30,,
4/04/2024 23:30,Energy Management System,58.73,7.3,4.14,59.98,484.01,active,,51,,
5/04/2024 0:00,CNC Machine,28.81,6.08,0.38,34.91,416.93,idle,,70,,0.94
5/04/2024 0:00,3D Printer,33,8.83,3.06,65.14,494.6,active,,46,,2.06
5/04/2024 0:00,Industrial Robot,38.23,5.36,4.99,51.33,232.39,active,,4,,1.9
5/04/2024 0:00,Automated Guided Vehicle (AGV),52.84,4.93,3.81,35.51,250.58,active,,96,,
5/04/2024 0:00,Smart Conveyor System,24.41,8.68,4.35,55.09,482.89,idle,,62,,1.98
5/04/2024 0:00,IoT Sensor Hub,40.64,1.09,2.74,43.48,385.71,active,,78,,
5/04/2024 0:00,Predictive Maintenance System,62.05,7.89,1.22,42.02,252.72,active,,5,,
